Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50.4,54.2,52.2,52.1,52.8,54.3,52.0,44.0,41.5,37.9,35.8,29.3,27.9,27.8,27.2,28.4,26.2,25.9,27.9,30.8,33.5,33.2,29.9,29.6,25.9,24.8,28.5,29.6,30.2,31.0,33.8,33.3,32.2,-3.1%,?,0.1%
Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,89.7,102.4,102.8,103.6,99.5,94.3,94.8,88.2,74.3,62.1,54.0,55.4,56.1,54.7,52.4,51.3,49.0,49.1,48.0,55.0,56.1,58.2,57.1,59.8,57.6,60.5,57.6,58.8,59.3,56.5,52.2,52.8,53.8,2.1%,-1.0%,0.2%
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,231.2,236.4,241.0,248.6,242.1,240.6,238.3,236.3,208.5,192.8,168.9,147.0,129.9,123.0,114.2,100.5,118.6,120.4,132.2,143.9,148.9,160.0,175.5,189.4,170.6,183.9,202.5,209.7,211.0,212.5,205.8,207.7,218.5,5.4%,2.6%,0.7%
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2173.0,2211.4,2269.0,2292.4,2290.8,2234.7,2168.9,2073.4,1896.7,1727.7,1617.8,1564.2,1464.1,1447.0,1447.0,1453.3,1466.5,1466.3,1495.2,1490.3,1466.6,1535.0,1528.1,1554.3,1448.5,1489.8,1555.8,1571.0,1524.4,1533.3,1495.5,1510.5,1525.3,1.3%,-0.2%,4.6%
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.2,39.2,39.0,39.2,40.3,34.7,35.9,34.1,26.7,28.4,23.6,28.8,28.5,31.5,34.5,36.5,36.4,38.8,43.4,45.0,49.6,54.0,60.8,61.5,57.3,65.2,67.8,74.4,67.6,74.1,82.4,83.6,79.1,-5.1%,4.5%,0.2%
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,663.1,671.0,679.3,657.4,626.8,726.4,650.3,578.3,474.8,398.0,369.9,342.7,343.4,329.2,339.0,339.0,339.0,333.9,341.0,326.9,313.1,321.1,315.4,317.3,271.8,286.9,303.0,296.7,281.2,241.5,188.9,200.2,179.4,-10.1%,-4.6%,0.5%
USSR,1907.3,2014.7,2107.0,2158.0,2243.9,2320.9,2415.1,2529.8,2639.7,2742.4,2872.3,2959.4,3059.4,3158.5,3217.8,3237.4,3275.4,3340.2,3381.3,3445.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,106.8,107.9,109.9,111.7,115.9,109.6,111.2,103.1,109.8,102.8,97.4,98.7,102.3,109.3,113.3,110.2,117.3,118.7,110.5,107.9,107.7,105.9,113.9,115.9,97.7,97.5,100.2,98.4,97.4,101.2,107.3,94.5,95.3,1.1%,-1.1%,0.3%
Other CIS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,82.6,81.4,82.3,85.2,83.5,83.9,67.0,52.0,35.7,25.2,20.9,21.7,21.2,21.3,17.4,15.9,17.0,15.7,15.9,17.2,17.8,20.1,22.6,24.4,23.9,23.1,24.1,28.5,26.8,27.3,29.2,29.7,29.8,0.7%,4.0%,0.1%
Total CIS,1907.3,2014.7,2107.0,2158.0,2243.9,2320.9,2415.1,2529.8,2639.7,2742.4,2872.3,2959.4,3059.4,3158.5,3217.8,3237.4,3275.4,3340.2,3381.3,3445.2,3429.9,3503.8,3575.6,3590.2,3551.7,3578.5,3418.4,3209.5,2868.0,2574.7,2388.2,2287.6,2173.5,2143.8,2145.0,2135.1,2169.9,2168.8,2214.1,2217.1,2193.2,2287.5,2303.3,2352.3,2153.4,2231.7,2339.4,2367.1,2297.9,2277.5,2195.1,2212.3,2213.3,0.3%,-0.3%,6.6%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,21.9,24.1,26.8,29.8,32.9,38.6,41.8,47.1,57.7,64.4,75.6,86.2,97.5,94.7,103.5,96.2,98.0,110.6,131.5,142.2,155.4,145.2,154.4,162.5,178.3,192.3,213.2,229.0,213.3,240.6,251.5,265.5,275.8,282.5,302.2,318.8,333.9,361.5,366.4,396.0,424.4,460.1,490.5,514.0,527.7,530.0,542.3,545.6,575.4,602.0,595.5,598.6,633.7,6.1%,2.7%,1.9%
Iraq,5.1,5.7,5.8,6.2,7.2,9.2,10.0,12.1,11.7,11.4,12.2,15.5,16.4,13.6,16.7,22.6,22.9,23.9,26.9,29.4,34.7,38.4,43.9,50.8,57.3,52.3,36.3,56.5,78.0,89.8,87.4,91.0,108.3,74.2,55.3,74.4,84.1,79.0,72.9,77.7,74.3,75.9,79.0,82.4,93.2,99.1,104.0,111.1,119.5,115.6,116.2,131.7,140.8,7.2%,5.7%,0.4%
Israel,11.9,12.4,12.9,13.5,14.1,14.7,15.3,15.9,17.0,17.2,17.8,18.9,19.9,21.3,23.4,23.6,24.1,25.4,26.0,27.0,26.3,27.8,30.6,32.6,34.0,35.0,36.3,39.6,41.7,45.4,50.4,53.6,53.3,56.7,58.5,61.9,62.5,63.9,65.5,66.0,67.6,67.4,70.4,71.6,68.4,71.6,73.1,78.9,72.1,68.0,71.0,69.9,71.4,2.3%,0.4%,0.2%
Kuwait,17.1,17.9,18.3,19.2,19.7,16.2,16.2,18.0,18.0,17.2,15.5,18.2,18.5,20.2,24.5,20.2,26.1,26.7,29.8,31.5,30.7,34.5,32.4,36.1,38.9,18.4,11.5,19.9,25.7,32.1,39.0,38.6,39.9,47.5,49.4,51.3,52.2,53.7,64.2,72.6,80.5,75.3,73.1,79.6,81.2,87.0,85.9,96.0,100.5,89.7,97.8,99.1,99.4,0.6%,2.8%,0.3%
Oman,1.4,1.5,1.5,1.6,1.7,1.7,4.3,4.9,4.3,3.9,3.5,4.0,3.8,4.2,4.8,3.9,4.1,5.7,5.1,7.5,7.6,7.0,7.9,7.7,8.8,11.3,15.7,14.9,14.1,13.2,15.3,15.5,15.6,16.0,18.7,25.4,28.1,30.8,31.6,29.5,32.8,35.8,35.4,42.3,42.1,48.9,52.3,57.6,65.6,65.2,69.0,70.4,70.5,0.5%,7.0%,0.2%
Qatar,0.3,0.3,0.4,1.3,2.1,2.4,2.3,2.6,3.7,3.2,4.8,3.0,4.2,4.1,9.4,10.3,10.0,11.4,12.2,13.9,14.7,16.3,16.5,14.4,15.5,15.7,17.4,26.3,28.0,28.4,28.7,21.9,23.6,25.3,28.3,22.1,22.2,25.2,26.9,32.4,39.8,42.8,53.8,47.6,47.8,58.5,65.5,77.0,82.6,91.6,103.8,104.7,114.8,9.9%,9.4%,0.3%
Saudi Arabia,62.5,63.3,64.1,65.0,65.9,67.0,67.1,71.9,76.5,80.9,62.7,72.4,85.6,94.9,115.8,97.9,110.5,122.6,133.9,156.9,161.5,158.9,168.3,173.2,168.8,202.3,212.1,208.6,213.0,249.5,242.1,246.6,250.9,264.9,269.7,278.1,287.1,294.9,312.6,338.1,357.1,374.4,392.5,424.4,443.2,485.1,501.5,525.5,534.3,570.4,587.1,590.8,594.7,0.9%,4.7%,1.8%
United Arab Emirates,0.2,0.2,1.2,1.5,1.5,2.0,3.0,3.3,4.3,4.8,5.3,6.8,11.1,12.7,15.2,25.9,29.9,32.5,31.4,38.7,48.2,58.4,64.9,72.6,80.8,82.2,100.8,98.1,102.0,111.2,115.2,117.7,122.4,124.8,125.2,124.4,125.1,133.4,143.1,153.5,160.1,169.2,185.7,211.5,205.4,214.9,222.0,233.1,247.9,244.8,265.2,272.4,267.3,-1.6%,4.9%,0.8%
Other Middle East,18.1,18.9,19.7,20.6,21.5,21.0,22.1,21.8,24.5,26.6,28.9,32.7,35.8,37.6,43.1,42.1,44.0,52.0,55.7,60.3,61.4,61.9,66.0,68.3,68.8,72.7,77.8,80.3,82.4,84.9,91.6,93.1,99.5,104.5,106.0,107.5,111.5,114.5,119.9,124.1,138.3,143.2,149.2,154.8,155.3,150.8,143.9,134.2,130.5,132.3,125.1,120.2,119.7,-0.2%,-1.7%,0.4%
Total Middle East,138.5,144.2,150.7,158.7,166.5,172.9,182.2,197.5,217.5,229.6,226.3,257.8,292.8,303.4,356.4,342.7,369.7,410.8,452.5,507.3,540.5,548.3,584.9,618.1,651.1,682.2,721.0,773.0,798.2,895.2,921.2,943.6,989.2,996.5,1013.3,1063.9,1106.7,1157.0,1203.1,1290.0,1375.0,1444.1,1529.5,1628.3,1664.4,1745.8,1790.5,1859.0,1928.4,1979.5,2030.6,2057.9,2112.3,2.9%,3.6%,6.3%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,5.6,6.9,6.4,6.8,7.6,8.3,8.9,10.0,11.6,13.0,15.5,17.9,19.3,24.5,32.1,38.5,46.3,54.3,59.0,57.0,57.6,61.0,62.7,66.9,65.1,66.1,65.8,67.0,62.5,63.5,65.8,64.9,62.4,64.7,64.8,62.9,65.2,68.2,71.2,74.4,77.2,81.0,85.4,90.8,95.8,94.2,100.6,108.9,115.4,123.6,128.6,128.2,128.1,0.2%,4.7%,0.4%
Egypt,22.9,24.0,20.1,21.1,15.9,20.2,20.5,23.1,21.6,24.7,27.6,32.5,34.8,36.3,40.1,45.7,52.5,59.1,64.9,70.4,73.1,74.8,78.6,81.0,85.5,87.9,88.6,88.0,87.5,88.4,93.5,99.5,103.9,108.1,113.6,118.7,126.3,121.9,131.3,136.6,147.1,151.3,160.2,170.5,177.2,188.8,189.5,200.4,198.1,201.6,204.5,212.1,217.3,2.7%,3.4%,0.6%
Morocco,3.8,5.2,5.7,6.1,6.6,6.9,7.3,7.9,9.3,9.9,10.4,11.3,12.5,13.4,14.6,14.9,14.9,15.5,16.2,16.8,17.2,17.8,18.2,19.2,21.0,21.3,21.5,24.2,25.2,27.3,27.1,27.6,28.4,29.9,31.5,31.6,34.4,35.4,34.7,40.1,43.9,44.6,43.8,48.6,45.2,49.1,52.9,53.9,54.0,55.9,56.7,57.0,58.5,3.0%,2.5%,0.2%
South Africa,115.2,115.5,118.9,125.3,128.4,133.9,141.5,144.9,155.8,161.1,172.0,179.5,184.4,181.5,189.6,202.5,235.3,255.3,257.1,276.3,282.1,283.5,290.7,314.1,294.8,309.1,303.5,307.1,306.9,317.7,326.9,332.1,339.6,332.8,344.4,343.2,348.4,337.6,370.2,408.9,393.0,401.5,411.8,447.5,446.7,449.3,440.7,435.2,437.0,440.5,420.4,425.1,415.6,-2.0%,0.6%,1.2%
Eastern Africa,26.0,27.0,28.6,29.9,30.2,31.2,35.3,36.3,38.0,37.6,35.8,36.6,35.4,34.7,34.7,36.9,35.4,34.8,34.0,34.3,35.9,39.4,41.6,44.5,45.6,51.9,47.8,46.7,50.9,50.6,51.5,51.5,54.0,54.2,54.1,54.8,57.9,58.1,56.2,62.8,64.8,66.0,68.1,66.4,70.5,75.6,80.7,79.7,88.5,100.0,103.7,107.2,112.2,4.9%,5.0%,0.3%
Middle Africa,6.8,7.0,7.1,7.4,7.7,7.8,9.2,9.5,10.6,11.0,9.8,10.0,10.6,12.4,12.6,13.1,14.0,12.9,14.6,13.2,14.8,14.3,14.7,15.7,15.6,14.4,13.1,13.1,13.5,13.2,12.9,13.1,13.6,12.6,13.6,14.4,15.5,16.3,18.0,19.3,19.3,22.1,25.6,28.5,31.1,34.3,36.5,37.9,40.1,42.9,44.2,46.2,46.5,1.1%,7.6%,0.1%
Western Africa,13.2,14.2,13.5,12.7,13.9,15.4,20.9,22.4,24.5,24.9,26.8,33.0,35.4,38.4,42.4,47.1,48.6,51.6,49.9,45.8,47.7,45.0,47.3,50.5,52.2,50.8,52.6,58.1,58.7,58.1,59.3,64.8,65.2,68.8,69.5,70.6,75.8,82.3,81.0,86.1,91.3,85.4,93.8,102.8,92.5,100.5,103.4,108.5,111.2,116.3,126.4,127.3,139.8,10.1%,4.1%,0.4%
Other Northern Africa,4.5,4.9,5.2,6.0,6.6,7.7,7.1,8.9,11.9,13.1,14.5,17.3,19.6,21.8,25.3,27.7,29.5,30.7,32.2,32.3,35.4,36.0,38.4,39.0,41.4,40.5,40.6,41.4,43.0,47.8,50.2,52.2,53.6,55.7,55.0,58.8,60.0,61.1,62.1,65.9,67.8,67.7,67.5,69.9,74.9,77.3,57.6,71.5,76.2,75.9,69.1,68.2,71.6,5.2%,0.1%,0.2%
Other Southern Africa,1.1,1.2,1.3,1.4,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.6,1.7,1.7,1.8,2.2,2.3,2.1,2.1,2.5,2.7,2.8,3.1,3.4,5.1,6.1,6.7,6.8,7.3,7.5,7.3,7.7,8.4,8.6,8.7,9.0,8.8,8.8,9.0,9.4,9.4,9.9,10.4,10.8,9.5,10.2,11.6,12.4,13.6,14.0,14.1,15.3,8.8%,4.1%,?
Total Africa,199.0,205.9,206.8,216.6,218.3,232.9,252.3,264.7,285.0,296.8,314.1,339.9,353.7,364.7,393.0,428.2,478.7,516.3,530.1,548.2,566.2,574.4,595.0,633.9,624.6,647.1,639.5,652.3,655.0,673.9,694.8,713.0,728.4,735.2,755.1,763.7,792.4,789.7,833.5,903.1,913.9,929.0,966.1,1035.4,1044.6,1078.5,1072.0,1107.8,1132.9,1170.2,1167.7,1185.2,1204.9,1.9%,2.5%,3.6%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,113.8,125.1,132.4,139.7,144.3,155.3,161.2,168.2,178.6,189.0,191.9,198.4,208.4,213.3,221.8,223.4,225.1,226.2,225.2,234.8,235.7,244.6,251.7,263.9,277.1,281.6,282.2,284.5,291.3,302.0,311.4,320.5,330.6,340.0,345.9,346.7,348.8,353.4,360.0,373.4,371.2,392.5,396.8,407.1,402.1,397.6,403.5,396.2,392.3,399.4,407.1,407.1,406.0,?,0.4%,1.2%
Bangladesh,n/a,n/a,n/a,n/a,n/a,n/a,2.2,3.3,3.8,4.1,4.9,5.1,5.3,5.8,6.4,7.3,7.5,7.9,7.5,7.6,8.9,9.7,10.6,10.9,11.8,12.8,12.0,13.1,14.1,14.8,18.2,18.4,20.8,21.1,21.9,23.5,27.7,29.7,30.8,33.0,35.4,38.0,39.7,43.0,47.7,50.8,55.0,60.3,61.5,65.3,77.7,79.6,82.8,4.2%,7.7%,0.2%
China,488.5,530.3,475.9,476.7,582.5,748.5,881.7,945.4,987.0,1006.8,1131.3,1183.1,1293.5,1418.5,1458.5,1471.2,1448.5,1512.4,1607.7,1733.3,1835.4,1918.2,2063.4,2213.3,2311.0,2326.0,2457.3,2581.5,2790.2,2939.6,3028.8,3178.6,3166.3,3163.4,3294.3,3349.7,3511.8,3831.0,4518.5,5318.4,6077.9,6654.2,7214.8,7351.8,7680.7,8104.9,8792.3,8966.3,9204.2,9206.5,9163.2,9113.6,9232.6,1.6%,3.2%,27.6%
China Hong Kong SAR,7.1,7.7,9.1,9.8,11.5,12.3,13.0,14.7,15.3,15.6,14.7,17.4,18.8,19.6,20.0,20.5,21.8,24.7,27.0,28.1,29.6,31.2,34.8,40.2,42.8,41.3,43.0,50.1,55.1,48.4,52.2,49.8,49.1,50.9,50.3,53.5,70.1,67.3,71.3,78.5,75.8,80.0,85.7,79.2,86.5,88.4,92.1,88.8,91.6,89.8,90.6,92.8,99.0,7.0%,1.5%,0.3%
India,167.7,170.3,174.8,182.9,197.9,190.3,207.0,219.2,219.7,239.3,254.3,264.8,278.7,278.1,297.4,311.2,341.3,343.6,366.6,388.1,410.4,439.6,476.4,513.4,560.5,603.2,635.8,673.2,693.6,724.9,774.5,813.6,855.4,895.0,911.3,962.4,970.2,1021.9,1062.3,1116.6,1204.6,1252.5,1365.5,1466.9,1594.4,1661.8,1737.2,1850.5,1930.9,2084.6,2146.3,2251.0,2344.2,4.4%,6.0%,7.0%
Indonesia,20.1,19.5,18.7,19.6,21.3,22.6,23.5,25.4,29.7,31.4,36.9,39.7,48.1,52.7,61.0,67.3,74.8,76.9,78.5,83.2,84.7,93.4,101.7,107.1,116.9,135.8,146.3,160.5,171.0,183.1,195.2,206.0,229.1,222.3,244.9,268.2,290.6,301.1,331.0,329.8,339.7,358.3,386.5,376.0,387.8,427.0,478.7,510.8,524.2,476.5,485.2,486.0,511.5,5.5%,3.1%,1.5%
Japan,446.8,492.6,578.0,641.5,731.3,810.5,845.3,880.9,995.0,985.7,923.6,951.2,955.0,934.2,959.7,931.7,926.6,874.0,874.5,966.0,943.1,933.0,939.3,1012.5,1040.1,1091.3,1102.0,1111.9,1102.6,1165.3,1180.2,1200.3,1198.7,1163.7,1197.0,1218.2,1209.6,1215.1,1256.2,1242.5,1276.7,1252.2,1266.0,1273.1,1110.7,1182.4,1192.1,1284.5,1274.6,1231.8,1196.9,1180.5,1176.6,-0.1%,-0.6%,3.5%
Malaysia,7.0,8.2,8.3,8.4,8.7,9.6,10.8,12.2,13.3,13.4,13.8,15.6,17.6,23.2,28.4,30.5,31.7,33.8,38.6,39.9,39.2,41.8,42.8,45.4,52.3,58.8,70.5,76.3,77.2,85.4,87.3,99.0,114.8,105.4,119.0,131.3,133.4,144.0,159.2,170.7,181.0,188.8,190.5,197.8,190.4,216.5,213.8,226.6,232.8,241.0,245.7,252.1,255.8,1.7%,2.9%,0.8%
New Zealand,15.0,15.8,15.7,15.7,16.2,18.2,18.1,19.4,20.9,20.7,19.9,21.6,22.6,21.3,19.9,19.4,19.0,20.7,20.8,20.9,21.5,23.8,22.8,24.2,25.2,27.0,26.8,28.4,27.4,28.2,28.7,29.0,31.0,29.8,31.1,31.6,34.0,33.8,36.1,35.2,37.1,37.2,36.0,37.2,34.2,34.3,33.7,35.2,34.8,35.0,35.3,35.2,37.0,5.4%,-0.5%,0.1%
Pakistan,19.5,19.3,21.1,23.8,23.2,22.7,20.9,17.6,18.6,20.0,21.1,21.2,22.7,23.8,25.8,27.8,29.6,31.9,34.2,36.5,39.0,42.5,47.4,50.9,55.3,57.8,61.4,65.8,72.5,76.1,80.7,84.7,85.9,88.3,94.1,97.8,98.9,101.2,106.7,117.9,120.2,130.3,142.0,146.4,146.0,145.7,144.1,145.5,145.5,152.3,160.6,176.7,189.2,7.4%,3.1%,0.6%
Philippines,13.2,14.4,16.2,18.4,19.7,22.4,26.0,25.5,29.6,27.8,30.0,31.0,34.0,35.3,36.3,34.7,33.0,31.9,33.8,29.2,27.5,27.7,32.0,35.1,37.8,39.9,39.4,47.5,48.8,51.2,58.0,62.5,68.5,69.2,67.4,66.8,67.7,65.9,68.0,70.3,70.4,67.5,71.8,74.0,74.6,80.1,80.8,83.4,92.2,97.6,106.6,111.7,119.9,7.7%,5.2%,0.4%
Singapore,13.1,15.0,18.0,22.4,22.0,23.9,20.7,25.9,24.2,23.9,23.5,27.9,28.0,28.5,30.4,30.1,34.7,33.7,35.7,36.8,37.3,43.4,44.9,52.2,59.9,69.8,71.4,76.6,83.3,96.0,98.9,98.7,102.6,101.6,100.4,107.7,118.2,112.3,104.1,116.5,127.5,140.6,151.4,163.4,176.7,185.3,192.7,192.0,192.8,192.6,204.4,218.6,226.7,4.0%,4.5%,0.7%
South Korea,24.9,29.6,32.8,36.3,42.5,49.0,52.6,54.6,67.7,68.8,75.3,84.1,96.2,103.9,119.2,123.4,131.5,131.7,138.0,151.1,162.2,173.5,182.6,207.4,218.4,239.1,267.2,290.1,319.4,348.1,379.6,419.4,452.3,394.1,428.4,462.4,473.5,490.4,500.2,515.6,521.2,520.8,545.4,556.8,559.0,609.8,645.6,644.1,646.5,644.4,655.5,665.2,679.7,2.5%,2.5%,2.0%
Sri Lanka,1.5,1.5,1.5,1.6,1.6,3.1,2.9,3.1,3.2,2.5,2.5,2.4,2.6,3.0,3.1,3.2,3.8,4.3,4.7,4.0,3.6,3.5,4.0,3.9,3.7,3.9,4.1,4.9,4.7,5.2,5.7,7.0,7.6,8.1,8.9,10.6,10.4,11.1,11.1,10.9,12.6,13.0,13.8,12.6,13.2,13.1,14.8,16.1,13.9,16.9,19.2,20.2,21.4,6.1%,4.5%,0.1%
Taiwan,18.8,20.0,21.8,23.9,25.2,27.6,33.9,35.3,41.5,38.6,41.8,51.5,56.1,64.0,66.0,71.7,63.0,60.8,66.7,67.1,74.5,85.6,90.7,106.6,116.9,120.0,129.4,138.3,150.9,157.4,168.4,176.6,191.9,205.5,233.4,234.8,232.6,242.8,251.7,264.3,266.8,273.9,276.3,258.9,248.1,261.3,271.4,266.1,266.2,271.8,267.7,274.6,284.5,3.9%,?,0.9%
Thailand,7.4,8.7,9.9,13.0,14.1,16.3,17.9,22.3,23.6,24.3,26.1,27.6,30.9,34.8,36.1,37.7,36.8,36.4,40.4,44.1,47.0,48.7,57.7,64.9,74.7,89.7,99.9,110.4,124.9,140.0,153.9,171.9,178.7,163.8,171.2,169.8,176.3,190.9,202.1,218.6,227.6,225.1,236.9,238.1,237.1,249.3,254.2,271.7,275.1,282.2,290.1,294.0,298.8,1.9%,2.7%,0.9%
Vietnam,8.2,13.9,19.0,19.8,23.3,24.3,21.8,21.1,22.7,17.3,19.8,12.1,12.9,13.1,13.9,14.9,15.2,16.4,17.3,17.2,17.4,18.9,21.4,20.9,17.8,17.9,17.4,18.3,20.5,22.9,27.2,31.2,37.8,41.2,40.2,47.0,51.4,57.5,62.9,81.4,86.3,72.3,79.2,104.3,102.4,121.9,135.0,132.7,140.8,157.5,183.5,194.9,196.0,0.9%,10.4%,0.6%
Other Asia Pacific,52.7,56.5,62.0,67.4,72.1,77.6,85.3,88.3,91.0,96.7,99.7,105.3,111.9,118.8,127.7,137.2,141.1,147.6,154.0,156.7,166.0,166.5,160.5,161.7,159.6,154.2,152.3,135.8,128.3,120.6,116.8,106.3,106.4,101.2,107.7,114.2,118.6,115.6,121.1,121.6,128.9,132.6,125.1,130.3,114.7,117.2,110.8,115.7,112.4,126.4,134.9,159.2,168.7,6.2%,1.9%,0.5%
Total Asia Pacific,1425.5,1548.6,1615.2,1720.8,1957.3,2234.2,2444.8,2582.5,2785.6,2825.8,2931.2,3059.9,3243.3,3391.8,3531.4,3563.5,3585.2,3614.6,3771.1,4044.5,4182.9,4345.7,4584.6,4934.6,5181.8,5370.1,5618.7,5867.4,6175.8,6509.4,6765.6,7073.4,7227.7,7164.6,7467.4,7696.1,7943.9,8384.8,9253.2,10215.3,11161.1,11829.5,12623.2,12916.9,13206.3,13947.5,14847.8,15286.6,15632.3,15771.7,15870.4,16013.0,16330.4,2.3%,3.1%,48.8%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total World,11189.5,11704.2,12062.2,12719.2,13516.1,14267.0,14762.6,15464.8,16312.1,16225.8,16246.4,17126.4,17673.2,17952.4,18527.8,18364.1,18129.7,17957.6,18128.9,18798.1,19195.6,19530.0,20135.5,20804.0,21202.1,21295.3,21290.7,21377.7,21411.5,21650.4,21897.7,22518.1,22730.3,22776.5,23076.6,23623.0,23944.2,24486.3,25697.2,27024.5,28133.2,29017.4,30078.7,30381.8,29714.2,31074.2,31970.5,32317.8,32802.0,32886.8,32851.9,33017.6,33444.0,1.6%,1.3%,100.0%
of which: OECD,7698.9,8010.5,8274.4,8797.4,9331.3,9775.1,9924.6,10358.9,10934.7,10660.2,10357.8,10967.1,11169.7,11127.7,11428.9,11153.0,10788.1,10397.5,10321.5,10687.7,10825.5,10875.4,11113.2,11443.3,11657.9,11617.1,11601.7,11634.5,11707.1,11885.7,12030.9,12448.1,12572.2,12589.1,12678.6,12974.9,12916.5,12994.0,13248.4,13412.3,13522.7,13496.0,13629.7,13413.6,12506.8,12970.7,12815.3,12652.8,12717.9,12533.6,12411.1,12398.4,12448.4,0.7%,-0.8%,37.2%
                 Non-OECD,3490.6,3693.7,3787.7,3921.8,4184.7,4491.9,4838.0,5105.9,5377.4,5565.6,5888.6,6159.3,6503.4,6824.7,7098.9,7211.2,7341.6,7560.1,7807.4,8110.4,8370.1,8654.5,9022.3,9360.7,9544.2,9678.2,9689.0,9743.2,9704.4,9764.7,9866.8,10069.9,10158.1,10187.4,10398.0,10648.1,11027.7,11492.3,12448.8,13612.2,14610.6,15521.5,16449.0,16968.3,17207.4,18103.5,19155.1,19665.0,20084.1,20353.2,20440.8,20619.3,20995.5,2.1%,2.9%,62.8%
                 European Union #,3300.8,3339.7,3406.4,3607.7,3854.3,4042.7,4092.7,4229.5,4443.6,4321.7,4210.6,4472.2,4460.4,4487.0,4630.0,4522.1,4321.2,4217.8,4164.2,4178.3,4336.1,4364.2,4416.5,4380.8,4405.1,4339.9,4283.4,4138.9,4064.4,4008.3,4061.0,4176.6,4111.1,4125.8,4066.4,4078.2,4144.5,4129.2,4231.2,4256.1,4248.6,4280.6,4222.6,4144.0,3838.6,3933.7,3808.6,3742.0,3657.5,3445.5,3488.0,3499.3,3541.7,1.5%,-2.0%,10.6%
